trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.05212860351426869}",35,12,-21.42551213807528,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.052057920629535355}",20,0,23.681927957093098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.05198752449100364}",25,0,-0.5158824892741201,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.0519174131651165}",20,0,-3.644252134628721,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.05184758473652126}",20,0,0.4287687079677376,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.05177803730784977}",20,11,15.033210035642377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.051708768999501914}",25,0,6.342656930422356,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.051639777949432225}",25,0,7.358049665552777,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.05157106231293967}",25,0,10.821269902414071,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.051502620262460476}",20,0,14.773403542352359,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.05143444998736397}",20,0,1.3662239215996257,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.051366549693751415}",20,11,4.567629680999038,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.051298917604257706}",25,0,4.050715789326514,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.051231551957855996}",20,0,-53.901676208301154,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.05116445100966508}",20,0,18.184332928787896,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.0510976130307596}",20,7,21.244713094947663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.051031036307982884}",20,0,29.448652109942838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.050964719143762556}",25,0,27.954625972391195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.050898659855928764}",30,1,13.77114819130948,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.05083285677753489}",20,0,1.2444160407786407,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.05076730825668096}",25,4,15.918832969663537,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.05070201265633938}",35,0,31.109837578033996,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.05063696835418333}",20,14,11.951827902927288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.05057217374241736}",20,0,15.511000799893326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.050507627227610534}",20,0,11.780604451877034,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.050443327230531826}",30,0,14.537875857567276,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.05037927218598784}",25,0,14.935621013448309,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.05031546054266276}",25,0,-2.827499473477554,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.050251890762960605}",25,8,23.01409614343315,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.05018856132284956}",25,0,15.672652714163657,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.05012547071170855}",20,2,23.58751634153892,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.05006261743217589}",25,0,13.794864973504946,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
400,False,"{'a': 0.5, 'e': 0.05}",20,15,8.369623530179133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.04993761694389223}",20,0,-12.216818492621416,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,0,-10.597074865550306,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",35,0,-0.5327312797931973,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",35,0,43.64255586495516,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,9,14.416171380981654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,-9.120286413344935,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,0,11.221694393332589,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,0,25.5430868896149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",25,0,-11.930911835119488,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,0,-25.31578098168202,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,0,21.81096175909076,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
